"Species_code","site","year","year_norm","Resilience","Rs_norm"
"5295","PCGL","ak075.crn",-1.1437498983357,-1.03083528214083,0.906533575317604,-0.480265949899584
"5405","PCGL","ak076.crn",-1.1437498983357,-1.03083528214083,1.10986267166042,0.613595443842552
"5515","PCGL","ak077.crn",-1.1437498983357,-1.03083528214083,0.872596153846154,-0.665935627724807
"5625","PCGL","ak078.crn",-1.1437498983357,-1.03083528214083,0.951663527934714,-0.22558459692883
"6494","PCGL","ak086.crn",-1.56992217764927,-1.73639018506336,1.08157389635317,0.478784602468425
"6495","PCGL","ak086.crn",-1.53117924316622,-1.59423702397474,1.08810864524677,0.512980414028969
"6497","PCGL","ak086.crn",-1.45369337420012,-1.48759278923963,0.982520699172033,-0.052314048357667
"6604","PCGL","ak087.crn",-1.56992217764927,-1.73639018506336,0.790406427221172,-1.10651564133468
"6605","PCGL","ak087.crn",-1.53117924316622,-1.59423702397474,0.799752168525403,-1.06299590903672
"6607","PCGL","ak087.crn",-1.45369337420012,-1.48759278923963,0.855973813420622,-0.75852323701455
"6714","PCGL","ak088.crn",-1.56992217764927,-1.73639018506336,0.944012051217675,-0.270524759213966
"6715","PCGL","ak088.crn",-1.53117924316622,-1.59423702397474,0.902356020942408,-0.505314087200468
"6717","PCGL","ak088.crn",-1.45369337420012,-1.48759278923963,0.898764769065521,-0.521887110487336
"6824","PCGL","ak089.crn",-1.56992217764927,-1.73639018506336,0.972965281730222,-0.105834000280767
"6825","PCGL","ak089.crn",-1.53117924316622,-1.59423702397474,0.981210855949896,-0.0607785360418892
"6827","PCGL","ak089.crn",-1.45369337420012,-1.48759278923963,0.938162544169611,-0.302305735492278
"6945","TSME","ak090.crn",-1.1437498983357,-1.03083528214083,1.12542209358418,0.684678438746896
"7055","TSME","ak091.crn",-1.1437498983357,-1.03083528214083,1.16744991343062,0.856599562351281
"7058","TSME","ak091.crn",-1.02752109488654,-0.902025878058734,0.95516608926024,-0.206256400347036
"7059","TSME","ak091.crn",-0.988778160403485,-0.853600306409024,0.931514913657771,-0.341525232633409
"7061","TSME","ak091.crn",-0.91129229143738,-0.790984953143937,1.0239418554938,0.177472680131223
"7063","TSME","ak091.crn",-0.833806422471275,-0.700732089644533,1.08982291444421,0.521281964604566
"7172","TSME","ak092.crn",-0.872549356954328,-0.741706984589359,1.11060948081264,0.617425484685954
"7173","TSME","ak092.crn",-0.833806422471275,-0.700732089644533,1.11388101983003,0.633805659168651
"7175","TSME","ak092.crn",-0.75632055350517,-0.601842081263436,1.01655098772023,0.136695941878503
"7275","TSME","ak093.crn",-1.1437498983357,-1.03083528214083,1.28461340868225,1.25871416491671
"7278","TSME","ak093.crn",-1.02752109488654,-0.902025878058734,1.15135017421603,0.791509587088111
"7279","TSME","ak093.crn",-0.988778160403485,-0.853600306409024,1.05717786399837,0.356682362736158
"7281","TSME","ak093.crn",-0.91129229143738,-0.790984953143937,0.954686892259821,-0.209899665575785
"7283","TSME","ak093.crn",-0.833806422471275,-0.700732089644533,0.947607338755438,-0.25126146177515
"7495","TSME","ak096.crn",-1.1437498983357,-1.03083528214083,1.06455318171376,0.395088265719798
"7498","TSME","ak096.crn",-1.02752109488654,-0.902025878058734,0.881323697223279,-0.619343903381828
"7499","TSME","ak096.crn",-0.988778160403485,-0.853600306409024,0.92771310552009,-0.362739832456585
"7501","TSME","ak096.crn",-0.91129229143738,-0.790984953143937,1.11621856027754,0.643683245663133
"7503","TSME","ak096.crn",-0.833806422471275,-0.700732089644533,1.19011652999568,0.943521314894691
"7593","TSME","ak102.crn",-1.60866511213233,-1.92556981404643,1.24427672955975,1.12671242144741
"7602","TSME","ak102.crn",-1.25997870178485,-1.1461202983056,1.08716915995397,0.508617462061005
"7605","TSME","ak102.crn",-1.1437498983357,-1.03083528214083,1.01945977345338,0.152174030538742
"7611","TSME","ak102.crn",-0.91129229143738,-0.790984953143937,1.11342785654712,0.632192291521413
"7612","TSME","ak102.crn",-0.872549356954328,-0.741706984589359,1.17850589777195,0.897728233435739
"7617","TSME","ak102.crn",-0.678834684539065,-0.531648886604718,1.28959074733096,1.278495853893
"7703","CHNO","ak118.crn",-1.60866511213233,-1.92556981404643,0.793089594214544,-1.09177911565207
"7712","CHNO","ak118.crn",-1.25997870178485,-1.1461202983056,0.992426220945417,0.00554595834277052
"7715","CHNO","ak118.crn",-1.1437498983357,-1.03083528214083,1.01585169263837,0.132165625066438
"7721","CHNO","ak118.crn",-0.91129229143738,-0.790984953143937,1.11999051458383,0.659357006206755
"7722","CHNO","ak118.crn",-0.872549356954328,-0.741706984589359,1.02130406714009,0.162869631565213
"7727","CHNO","ak118.crn",-0.678834684539065,-0.531648886604718,1.06173619890434,0.381419408967698
"7813","CHNO","ak119.crn",-1.60866511213233,-1.92556981404643,0.821263106559376,-0.939818336215579
"7822","CHNO","ak119.crn",-1.25997870178485,-1.1461202983056,0.892519083969466,-0.557632592481991
"7825","CHNO","ak119.crn",-1.1437498983357,-1.03083528214083,0.978184151427655,-0.0778536408867008
"7831","CHNO","ak119.crn",-0.91129229143738,-0.790984953143937,1.10605594835536,0.596312241950113
"7832","CHNO","ak119.crn",-0.872549356954328,-0.741706984589359,0.961736150770988,-0.169563778206185
"7837","CHNO","ak119.crn",-0.678834684539065,-0.531648886604718,1.07571258907363,0.450833184312514
"8034","PCGL","ak124.crn",-1.56992217764927,-1.73639018506336,0.967451866138263,-0.137628999470507
"8155","PCGL","ak125.crn",-1.1437498983357,-1.03083528214083,1.16238928845469,0.838257859145697
"8163","PCGL","ak125.crn",-0.833806422471275,-0.700732089644533,0.903356804413991,-0.500070041582359
"8253","TSME","ak127.crn",-1.60866511213233,-1.92556981404643,1.06153846153846,0.380283582887673
"8262","TSME","ak127.crn",-1.25997870178485,-1.1461202983056,1.16264428121721,0.839384189114101
"8265","TSME","ak127.crn",-1.1437498983357,-1.03083528214083,1.03078880407125,0.214356337078966
"8271","TSME","ak127.crn",-0.91129229143738,-0.790984953143937,1.14341085271318,0.761343225527799
"8272","TSME","ak127.crn",-0.872549356954328,-0.741706984589359,1.1750593824228,0.887305589463455
"8277","TSME","ak127.crn",-0.678834684539065,-0.531648886604718,0.909440064685668,-0.463734007650565
"8363","TSME","ak128.crn",-1.60866511213233,-1.92556981404643,0.974948665297741,-0.0954820601181384
"8372","TSME","ak128.crn",-1.25997870178485,-1.1461202983056,1.46378236643723,1.71387805217792
"8375","TSME","ak128.crn",-1.1437498983357,-1.03083528214083,0.915411049431668,-0.430606568236572
"8381","TSME","ak128.crn",-0.91129229143738,-0.790984953143937,1.24220430107527,1.12075381762902
"8382","TSME","ak128.crn",-0.872549356954328,-0.741706984589359,1.09184138559708,0.531899875974794
"8387","TSME","ak128.crn",-0.678834684539065,-0.531648886604718,0.906908787309539,-0.478488459121259
"8473","TSME","ak129.crn",-1.60866511213233,-1.92556981404643,0.980734497290789,-0.0644830833984323
"8482","TSME","ak129.crn",-1.25997870178485,-1.1461202983056,1.22647613912106,1.07139704880773
"8485","TSME","ak129.crn",-1.1437498983357,-1.03083528214083,0.908958485069192,-0.466823972484136
"8491","TSME","ak129.crn",-0.91129229143738,-0.790984953143937,1.34041501976285,1.42124975145352
"8492","TSME","ak129.crn",-0.872549356954328,-0.741706984589359,1.2317533557047,1.08986399229772
"8497","TSME","ak129.crn",-0.678834684539065,-0.531648886604718,0.682615358419888,-1.62211858640952
"8583","TSME","ak130.crn",-1.60866511213233,-1.92556981404643,0.9151797258857,-0.431475972092358
"8592","TSME","ak130.crn",-1.25997870178485,-1.1461202983056,1.4027526258602,1.5871925072187
"8595","TSME","ak130.crn",-1.1437498983357,-1.03083528214083,0.758761206193969,-1.26075788591509
"8601","TSME","ak130.crn",-0.91129229143738,-0.790984953143937,1.33857979502196,1.41547291364142
"8602","TSME","ak130.crn",-0.872549356954328,-0.741706984589359,1.28525538066174,1.26046560337028
"8607","TSME","ak130.crn",-0.678834684539065,-0.531648886604718,1.07948012996751,0.469623500001427
"8693","TSME","ak131.crn",-1.60866511213233,-1.92556981404643,0.948906522159861,-0.243364942603884
"8702","TSME","ak131.crn",-1.25997870178485,-1.1461202983056,1.07425086184036,0.44368229708169
"8705","TSME","ak131.crn",-1.1437498983357,-1.03083528214083,0.890969728065675,-0.567222334832727
"8711","TSME","ak131.crn",-0.91129229143738,-0.790984953143937,1.24776846091425,1.13799395915463
"8712","TSME","ak131.crn",-0.872549356954328,-0.741706984589359,1.06445542225359,0.394660008045368
"8717","TSME","ak131.crn",-0.678834684539065,-0.531648886604718,0.96817679558011,-0.132831675801996
"8815","PCMA","ak133.crn",-1.1437498983357,-1.03083528214083,1.62804932973817,2.00231360150971
"8925","PCMA","ak134.crn",-1.1437498983357,-1.03083528214083,2.38018851612147,2.76216304323392
"9035","PCMA","ak136.crn",-1.1437498983357,-1.03083528214083,1.46439233930448,1.715601234489
"9133","TSME","ak150.crn",-1.60866511213233,-1.92556981404643,1.04244360142226,0.276967876131552
"9135","TSME","ak150.crn",-1.53117924316622,-1.59423702397474,0.922611423007322,-0.391093998721035
"9142","TSME","ak150.crn",-1.25997870178485,-1.1461202983056,1.41140183981897,1.60512876963368
"9145","TSME","ak150.crn",-1.1437498983357,-1.03083528214083,0.928033951069192,-0.360907110476151
"9152","TSME","ak150.crn",-0.872549356954328,-0.741706984589359,1.17848952988726,0.897530677988476
"9153","TSME","ak150.crn",-0.833806422471275,-0.700732089644533,1.2359165909655,1.10141540524707
"9157","TSME","ak150.crn",-0.678834684539065,-0.531648886604718,0.976362470428603,-0.0872609418296889
"9352","PIPA","al002.crn",-1.64740804661538,-2.26168887690594,0.907158234660926,-0.477452287576508
"9354","PIPA","al002.crn",-1.56992217764927,-1.73639018506336,0.917727717923604,-0.417892224245302
"9360","PIPA","al002.crn",-1.33746457075096,-1.25636525479027,0.944064793723108,-0.269976930812059
"9364","PIPA","al002.crn",-1.18249283281875,-1.06594691697129,1.24726301735648,1.13622954912593
"9375","PIPA","al002.crn",-0.75632055350517,-0.601842081263436,1.139541018201,0.744686860695264
"9481","PIHE","alb001.crn",-0.91129229143738,-0.790984953143937,0.971195122882072,-0.115399689144641
"9687","CDAT","alge001.crn",-1.45369337420012,-1.48759278923963,1.20652173913043,1.0015802086659
"9700","CDAT","alge001.crn",-0.950035225920433,-0.825050508734675,0.801902748414376,-1.04961634919294
"9702","CDAT","alge001.crn",-0.872549356954328,-0.741706984589359,0.994634942850478,0.0158461771775973
"9797","PINI","alge002.crn",-1.45369337420012,-1.48759278923963,0.865407602199378,-0.706373735317693
"9810","PINI","alge002.crn",-0.950035225920433,-0.825050508734675,0.743421052631579,-1.33783147971824
"9812","PINI","alge002.crn",-0.872549356954328,-0.741706984589359,1.02921083627797,0.204098722623539
"10028","PIEC","ar012.crn",-1.02752109488654,-0.902025878058734,1.19946091644205,0.978301990950927
"10035","PIEC","ar012.crn",-0.75632055350517,-0.601842081263436,0.841904761904762,-0.83432404843467
"10459","PIEC","ar016.crn",-1.37620750523401,-1.34414520262079,0.551724137931034,-2.2219501075303
"10468","PIEC","ar016.crn",-1.02752109488654,-0.902025878058734,1.14678899082569,0.773396460948378
"10475","PIEC","ar016.crn",-0.75632055350517,-0.601842081263436,1.06512605042017,0.397945173962629
"10562","PIEC","ar017.crn",-1.64740804661538,-2.26168887690594,4.92647058823529,3.49497373240375
"10573","PIEC","ar017.crn",-1.2212357673018,-1.10195198567005,0.928104575163399,-0.360343440102026
"10577","PIEC","ar017.crn",-1.06626402936959,-0.959167574522801,1.0671834625323,0.408687793070996
"10578","PIEC","ar017.crn",-1.02752109488654,-0.902025878058734,0.936619718309859,-0.312134077455675
"10585","PIEC","ar017.crn",-0.75632055350517,-0.601842081263436,1.00229357798165,0.0564135290480752
"11018","PIEC","ar027.crn",-1.02752109488654,-0.902025878058734,0.828397873955961,-0.903869934111966
"11025","PIEC","ar027.crn",-0.75632055350517,-0.601842081263436,0.806024096385542,-1.02630816038317
"11029","PIEC","ar027.crn",-0.60134881557296,-0.477785510906294,1.11672887682389,0.645633761222123
"11127","PIEC","ar030.crn",-1.06626402936959,-0.959167574522801,0.955808503515233,-0.202076762555994
"11128","PIEC","ar030.crn",-1.02752109488654,-0.902025878058734,0.926021347073979,-0.370931556118083
"11135","PIEC","ar030.crn",-0.75632055350517,-0.601842081263436,1.08102893890675,0.475677184634919
"11237","PIEC","ar033.crn",-1.06626402936959,-0.959167574522801,1.11461229533519,0.635743880937999
"11238","PIEC","ar033.crn",-1.02752109488654,-0.902025878058734,1.06205724001133,0.383266177136969
"11245","PIEC","ar033.crn",-0.75632055350517,-0.601842081263436,0.968327016783974,-0.132165625066438
"11348","PIEC","ar036.crn",-1.02752109488654,-0.902025878058734,0.859833083672159,-0.738949209836861
"11444","TADI","ar039.crn",-1.56992217764927,-1.73639018506336,1.4894578313253,1.7666929106904
"11451","TADI","ar039.crn",-1.29872163626791,-1.19094401283805,0.720576461168935,-1.43812805316496
"11457","TADI","ar039.crn",-1.06626402936959,-0.959167574522801,0.903176071538699,-0.500818346168559
"11458","TADI","ar039.crn",-1.02752109488654,-0.902025878058734,1.20680083275503,1.00245279610596
"11465","TADI","ar039.crn",-0.75632055350517,-0.601842081263436,1.32362272858379,1.37459608394088
"11554","TADI","ar042.crn",-1.56992217764927,-1.73639018506336,0.876035013011592,-0.64921610394051
"11568","TADI","ar042.crn",-1.02752109488654,-0.902025878058734,1.71069182389937,2.10074350196383
"11575","TADI","ar042.crn",-0.75632055350517,-0.601842081263436,1.17097107438017,0.871753272659713
"11674","TADI","ar048.crn",-1.18249283281875,-1.06594691697129,1.03504380475594,0.236977174270155
"11678","TADI","ar048.crn",-1.02752109488654,-0.902025878058734,1.14721610569361,0.774821869915485
"11685","TADI","ar048.crn",-0.75632055350517,-0.601842081263436,1.13308994357783,0.716919791004015
"11774","TADI","ar049.crn",-1.56992217764927,-1.73639018506336,1.70204330588594,2.09359993984034
"11788","TADI","ar049.crn",-1.02752109488654,-0.902025878058734,1.05865746549561,0.36542062140821
"11795","TADI","ar049.crn",-0.75632055350517,-0.601842081263436,1.10368217054264,0.586560653511273
"11884","TADI","ar050.crn",-1.56992217764927,-1.73639018506336,2.65098039215686,2.92685213658422
"11898","TADI","ar050.crn",-1.02752109488654,-0.902025878058734,1.11899717514124,0.654932531131666
"11905","TADI","ar050.crn",-0.75632055350517,-0.601842081263436,0.995473162319465,0.0203364780274055
"12008","TADI","ar051.crn",-1.02752109488654,-0.902025878058734,1.14366901568538,0.762578875578461
"12015","TADI","ar051.crn",-0.75632055350517,-0.601842081263436,0.91182320441989,-0.448787736212816
"12104","TADI","ar053.crn",-1.56992217764927,-1.73639018506336,0.91929347826087,-0.409118472121976
"12117","TADI","ar053.crn",-1.06626402936959,-0.959167574522801,1.36062378167641,1.4739534450973
"12118","TADI","ar053.crn",-1.02752109488654,-0.902025878058734,1.47814300237208,1.74328838367954
"12125","TADI","ar053.crn",-0.75632055350517,-0.601842081263436,1.02674043337944,0.191306705473593
"12129","TADI","ar053.crn",-0.60134881557296,-0.477785510906294,0.924123616236162,-0.381561421802523
"12224","TADI","ar054.crn",-1.18249283281875,-1.06594691697129,1.09018181818182,0.523552248448917
"12228","TADI","ar054.crn",-1.02752109488654,-0.902025878058734,1.07389705882353,0.441643362615808
"12235","TADI","ar054.crn",-0.75632055350517,-0.601842081263436,1.87866798549291,2.35143925240348
"12991","JUVI","ar064.crn",-1.29872163626791,-1.19094401283805,0.948661800486618,-0.245133515617395
"12997","JUVI","ar064.crn",-1.06626402936959,-0.959167574522801,0.849986886965644,-0.790426333237916
"12998","JUVI","ar064.crn",-1.02752109488654,-0.902025878058734,0.76499388004896,-1.22979283190261
"13005","JUVI","ar064.crn",-0.75632055350517,-0.601842081263436,0.94475138121547,-0.266418012473899
"13107","JUVI","ar065.crn",-1.06626402936959,-0.959167574522801,0.841531270865791,-0.835821117695568
"13108","JUVI","ar065.crn",-1.02752109488654,-0.902025878058734,0.954038375725123,-0.213275544212119
"13115","JUVI","ar065.crn",-0.75632055350517,-0.601842081263436,0.932426199261993,-0.335931517020467
"13328","PIEC","ar067.crn",-1.02752109488654,-0.902025878058734,1.40941904434514,1.6008340222371
"13335","PIEC","ar067.crn",-0.75632055350517,-0.601842081263436,0.886602549765153,-0.589857321743442
"13424","JUVI","ar070.crn",-1.56992217764927,-1.73639018506336,0.831278538812785,-0.886914170258235
"13438","JUVI","ar070.crn",-1.02752109488654,-0.902025878058734,1.13498542274052,0.723766185038393
"13445","JUVI","ar070.crn",-0.75632055350517,-0.601842081263436,0.848453340265142,-0.799300283402506
"13657","JUVI","ar073.crn",-1.06626402936959,-0.959167574522801,0.71531825600373,-1.46733406028985
"13658","JUVI","ar073.crn",-1.02752109488654,-0.902025878058734,0.819012797074954,-0.951796847675509
"13665","JUVI","ar073.crn",-0.75632055350517,-0.601842081263436,0.850494784701792,-0.787362137170921
"13767","PIEC","ar076.crn",-1.06626402936959,-0.959167574522801,0.520316804407714,-2.34519726284861
"13768","PIEC","ar076.crn",-1.02752109488654,-0.902025878058734,0.573161897863093,-2.11908685975729
"13775","PIEC","ar076.crn",-0.75632055350517,-0.601842081263436,1.22275163787969,1.05882334394743
"13972","PIEC","ar078.crn",-1.64740804661538,-2.26168887690594,NA,NA
"13983","PIEC","ar078.crn",-1.2212357673018,-1.10195198567005,NA,NA
"13987","PIEC","ar078.crn",-1.06626402936959,-0.959167574522801,NA,NA
"13988","PIEC","ar078.crn",-1.02752109488654,-0.902025878058734,NA,NA
"13995","PIEC","ar078.crn",-0.75632055350517,-0.601842081263436,NA,NA
"14207","PIEC","ar080.crn",-1.06626402936959,-0.959167574522801,NA,NA
"14208","PIEC","ar080.crn",-1.02752109488654,-0.902025878058734,NA,NA
"14215","PIEC","ar080.crn",-0.75632055350517,-0.601842081263436,NA,NA
"14317","PIEC","ar081.crn",-1.06626402936959,-0.959167574522801,0.921221073362875,-0.399946942663367
"14318","PIEC","ar081.crn",-1.02752109488654,-0.902025878058734,0.915421686746988,-0.43031683929751
"14325","PIEC","ar081.crn",-0.75632055350517,-0.601842081263436,0.946831755280408,-0.25603416208387
"14428","PIEC","ar082.crn",-1.02752109488654,-0.902025878058734,NA,NA
"14435","PIEC","ar082.crn",-0.75632055350517,-0.601842081263436,NA,NA
"14537","PIEC","ar083.crn",-1.06626402936959,-0.959167574522801,0.652709775451629,-1.76480976134793
"14538","PIEC","ar083.crn",-1.02752109488654,-0.902025878058734,0.690892531876138,-1.57933111953902
"14545","PIEC","ar083.crn",-0.75632055350517,-0.601842081263436,1.331589958159,1.39701696111312
"14634","ARAR","arge001.crn",-1.56992217764927,-1.73639018506336,0.902169981916817,-0.505914289759403
"14639","ARAR","arge001.crn",-1.37620750523401,-1.34414520262079,0.996392062537583,0.0260159866522138
"14640","ARAR","arge001.crn",-1.33746457075096,-1.25636525479027,0.997190404149557,0.0299789206347749
"14643","ARAR","arge001.crn",-1.2212357673018,-1.10195198567005,0.910291798107255,-0.458153852804
"14655","ARAR","arge001.crn",-0.75632055350517,-0.601842081263436,1.24115094770496,1.11631084558773
"14744","ARAR","arge002.crn",-1.56992217764927,-1.73639018506336,0.655165069222577,-1.7530260561512
"14749","ARAR","arge002.crn",-1.37620750523401,-1.34414520262079,1.29323797139142,1.28751764641988
"14750","ARAR","arge002.crn",-1.33746457075096,-1.25636525479027,1.34978843441467,1.44634713698183
"14765","ARAR","arge002.crn",-0.75632055350517,-0.601842081263436,0.990773067331671,-0.00409343589116215
"14854","ARAR","arge003.crn",-1.56992217764927,-1.73639018506336,0.981070166582534,-0.0618368908106671
"14859","ARAR","arge003.crn",-1.37620750523401,-1.34414520262079,1.16619500900437,0.851655149239448
"14860","ARAR","arge003.crn",-1.33746457075096,-1.25636525479027,1.2828418230563,1.25261432466325
"14875","ARAR","arge003.crn",-0.75632055350517,-0.601842081263436,1.26542463101863,1.20104984853646
"14964","ARAR","arge004.crn",-1.56992217764927,-1.73639018506336,0.759551495016611,-1.25842263367487
"14969","ARAR","arge004.crn",-1.37620750523401,-1.34414520262079,1.15144887916894,0.792051562428461
"14970","ARAR","arge004.crn",-1.33746457075096,-1.25636525479027,1.19512902290519,0.962653509039455
"14971","ARAR","arge004.crn",-1.29872163626791,-1.19094401283805,1.11335607452112,0.631708602129469
"15074","ARAR","arge005.crn",-1.56992217764927,-1.73639018506336,0.838463318676232,-0.851844933705179
"15078","ARAR","arge005.crn",-1.41495043971706,-1.42428685985319,0.71708828084667,-1.45504559174094
"15079","ARAR","arge005.crn",-1.37620750523401,-1.34414520262079,0.757383383935965,-1.26692087050038
"15184","ARAR","arge006.crn",-1.56992217764927,-1.73639018506336,0.839862879529873,-0.84258125708409
"15189","ARAR","arge006.crn",-1.37620750523401,-1.34414520262079,1.26967930029155,1.21253709066872
"15190","ARAR","arge006.crn",-1.33746457075096,-1.25636525479027,1.29804408568767,1.30063461213348
"15297","AUCH","arge007.crn",-1.45369337420012,-1.48759278923963,0.811963519313305,-0.990736517229601
"15299","AUCH","arge007.crn",-1.37620750523401,-1.34414520262079,0.779464532155672,-1.16100261368584
"15300","AUCH","arge007.crn",-1.33746457075096,-1.25636525479027,0.829471182412359,-0.89634608007919
"15302","AUCH","arge007.crn",-1.25997870178485,-1.1461202983056,1.18103733069045,0.909446728322077
"15303","AUCH","arge007.crn",-1.2212357673018,-1.10195198567005,1.3258883248731,1.38348106167844
"15404","AUCH","arge008.crn",-1.56992217764927,-1.73639018506336,1.00397877984085,0.0643507631986509
"15409","AUCH","arge008.crn",-1.37620750523401,-1.34414520262079,0.821334214002642,-0.938997200983115
"15410","AUCH","arge008.crn",-1.33746457075096,-1.25636525479027,0.698732531686708,-1.54489092373693
"15412","AUCH","arge008.crn",-1.25997870178485,-1.1461202983056,1.07855316039459,0.465646319002368
"15413","AUCH","arge008.crn",-1.2212357673018,-1.10195198567005,1.07599431818182,0.451856615595436
